order,date,code,plot,treatment,indiv,target,background,neighbours_number,fruits,unviable_seeds,seeds,,,,,,,,
915,29/04/2015,69,69.1,C,1,BRMA,DIER,1,3,24,19.2,,,,,,,,
916,29/04/2015,69,69.2,C,2,BRMA,CAAR,1,2,16,12.8,,,,,,,,
917,29/04/2015,69,69.3,C,3,BRMA,DIER,1,1,8,6.4,,,,,,,,
918,29/04/2015,69,69.4,C,4,BRMA,DIER,2,2,16,12.8,,,,,,,,
919,29/04/2015,70,70.1,C,1,BOOF,MEPO,1,130,175,175,,,,,,,,
920,29/04/2015,70,70.2,C,2,BRMA,NA,0,5,40,32,,,,,,,,
921,29/04/2015,71,71.1,C,1,BOOF,BOOF,1,85,114,114,,,,,,,,
922,29/04/2015,71,71.2,C,2,BOOF,BOOF,1,58,78,78,,,,,,,,
923,29/04/2015,71,71.3,C,3,BOOF,BRMA,1,84,113,113,,,,,,,,
924,29/04/2015,71,71.4,C,4,BRMA,DIER,1,2,16,12.8,,,,,,,,
925,29/04/2015,71,71.5,C,5,BRMA,DIER,1,1,8,6.4,,,,,,,,
926,29/04/2015,72,72.1,C,1,BRMA,VISA,2,4,32,25.6,,,,,,,,
927,29/04/2015,73,73.1,C,1,BRMA,BRMA,1,3,24,19.2,,,,,,,,
928,29/04/2015,73,73.2,C,2,BRMA,BRMA,1,3,24,19.2,,,,,,,,
929,29/04/2015,76,76.1,C,1,BRMA,CABU,3,9,72,57.6,,,,,,,,
930,29/04/2015,76,76.2,C,2,BRMA,CABU,6,2,16,12.8,,,,,,,,
931,29/04/2015,78,78.1,C,1,BRMA,CAAR,1,1,8,6.4,,,,,,,,
932,29/04/2015,78,78.2,C,2,BRMA,CAAR,3,1,8,6.4,,,,,,,,
933,29/04/2015,83,83.1,C,1,BOOF,CAAR,1,77,103,103,,,,,,,,
934,29/04/2015,83,83.2,C,2,BRMA,CAAR,1,1,8,6.4,,,,,,,,
935,29/04/2015,83,83.3,C,3,BRMA,CAAR,1,1,8,6.4,,,,,,,,
936,29/04/2015,84,84.1,C,1,BRMA,CABU,4,2,16,12.8,,,,,,,,
937,29/04/2015,87,87.1,C,1,BRMA,NA,0,6,48,38.4,,,,,,,,
938,29/04/2015,94,94.1,C,1,BRMA,VISA,5,2,16,12.8,,,,,,,,
939,29/04/2015,94,94.2,C,2,BRMA,VISA,3,1,8,6.4,,,,,,,,
940,29/04/2015,94,94.3,C,3,BRMA,VISA,2,4,32,25.6,,,,,,,,
941,29/04/2015,94,94.4,C,4,BRMA,VISA,2,9,72,57.6,,,,,,,,
942,29/04/2015,116,116.1,C,1,BOOF,CAAR,4,62,83,83,,,,,,,,
943,29/04/2015,118,118.1,C,1,BOOF,VISA,3,230,309,309,,,,,,,,
944,29/04/2015,118,118.2,C,2,BOOF,MEPO,4,270,363,363,,,,,,,,
945,29/04/2015,118,118.3,C,3,BOOF,MACA,1,370,497,497,,,,,,,,
946,29/04/2015,118,118.4,C,4,BOOF,PARO,2,320,430,430,,,,,,,,
947,29/04/2015,220,220.1,C,1,BOOF,MEPO,2,189,254,254,,,,,,,,
948,29/04/2015,220,220.2,C,2,BOOF,MEPO,3,16,22,22,,,,,,,,
949,29/04/2015,220,220.3,C,3,BOOF,MEPO,3,17,23,23,,,,,,,,
950,29/04/2015,220,220.4,C,4,BOOF,BOOF,3,4,5,5,,,,,,,,
951,29/04/2015,220,220.5,C,5,BOOF,MEPO,2,115,155,155,,,,,,,,
952,29/04/2015,220,220.6,C,6,BOOF,BOOF,1,22,30,30,,,,,,,,
953,29/04/2015,220,220.7,C,7,BOOF,BOOF,1,26,35,35,,,,,,,,
954,29/04/2015,265,265.1,C,1,BOOF,VISA,4,65,87,87,,,,,,,,
955,29/04/2015,265,265.2,C,2,BOOF,VISA,5,28,38,38,,,,,,,,
956,29/04/2015,265,265.3,C,3,BOOF,MACA,3,3,4,4,,,,,,,,
957,29/04/2015,296,296.1,C,1,BOOF,MACA,3,315,423,423,,,,,,,,
958,29/04/2015,296,296.2,C,2,BOOF,MACA,9,7,9,9,,,,,,,,
959,29/04/2015,296,296.3,C,3,BOOF,CAAR,2,47,63,63,,,,,,,,
960,29/04/2015,132,132.1,C,1,BOOF,BRMA,2,261,351,351,,,,,,,,
961,29/04/2015,132,132.2,C,2,BOOF,NA,0,43,58,58,,,,,,,,
962,29/04/2015,301,301.1,C,1,BOOF,DIER,1,154,207,207,,,,,,,,
963,29/04/2015,301,301.2,C,2,BOOF,SIAL,2,32,43,43,,,,,,,,
964,29/04/2015,21,21.1,T,1,MACA,MACA,1,7,94,61.1,,,,,,,,
965,29/04/2015,21,21.2,T,2,MACA,MACA,1,6,80,52,,,,,,,,
966,29/04/2015,21,21.3,T,3,MACA,VISA,1,9,121,78.65,,,,,,,,
967,29/04/2015,24,24.1,C,1,MACA,SIAL,1,81,1085,705.25,,,,,,,,
968,29/04/2015,24,24.2,C,2,MACA,SIAL,1,7,94,61.1,,,,,,,,
969,29/04/2015,29,29.1,C,1,MACA,MACA,9,7,94,61.1,,,,,,,,
970,29/04/2015,29,29.2,C,2,MACA,MACA,14,1,13,8.45,,,,,,,,
971,29/04/2015,29,29.3,C,3,MACA,MACA,6,4,54,35.1,,,,,,,,
972,29/04/2015,29,29.4,C,4,MACA,MACA,2,52,696,452.4,,,,,,,,
973,29/04/2015,29,29.5,C,5,MACA,MACA,4,7,94,61.1,,,,,,,,
974,29/04/2015,29,29.6,C,6,MACA,MACA,19,1,13,8.45,,,,,,,,
975,29/04/2015,31,31.1,C,1,MACA,MEPO,2,6,80,52,,,,,,,,
976,29/04/2015,35,35.1,C,1,MACA,DIER,2,1,13,8.45,,,,,,,,
977,29/04/2015,37,37.1,C,1,MACA,SIAL,1,1,13,8.45,,,,,,,,
978,29/04/2015,37,37.2,C,2,MACA,SIAL,1,1,13,8.45,,,,,,,,
979,29/04/2015,38,38.1,C,1,MACA,SIAL,2,18,241,156.65,,,,,,,,
980,29/04/2015,39,39.1,C,1,MACA,MEPO,2,3,40,26,,,,,,,,
981,29/04/2015,42,42.1,C,1,MACA,PARO,2,1,13,8.45,,,,,,,,
982,29/04/2015,42,42.2,C,2,MACA,BRMA,1,2,27,17.55,,,,,,,,
983,29/04/2015,46,46.1,C,1,MACA,NA,0,10,134,87.1,,,,,,,,
984,29/04/2015,46,46.2,C,2,MACA,NA,0,115,1540,1001,,,,,,,,
985,29/04/2015,51,51.1,C,1,MACA,MEPO,1,108,1446,939.9,,,,,,,,
986,29/04/2015,51,51.2,C,2,MACA,VISA,2,41,549,356.85,,,,,,,,
987,29/04/2015,51,51.3,C,3,MACA,MEPO,2,88,1178,765.7,,,,,,,,
988,29/04/2015,51,51.4,C,4,MACA,SIAL,1,3,40,26,,,,,,,,
989,29/04/2015,51,51.5,C,5,MACA,MEPO,3,27,362,235.3,,,,,,,,
990,29/04/2015,51,51.6,C,6,MACA,MEPO,2,14,187,121.55,,,,,,,,
991,29/04/2015,53,53.1,C,1,MACA,CAAR,1,7,94,61.1,,,,,,,,
992,29/04/2015,53,53.2,C,2,MACA,DIER,1,1,13,8.45,,,,,,,,
993,29/04/2015,53,53.3,C,3,MACA,BRMA,2,2,27,17.55,,,,,,,,
994,29/04/2015,56,56.1,C,1,MACA,NA,0,72,964,626.6,,,,,,,,
995,29/04/2015,56,56.2,C,2,MACA,BRMA,1,14,187,121.55,,,,,,,,
996,29/04/2015,60,60.1,C,1,MACA,CAAR,2,1,13,8.45,,,,,,,,
997,29/04/2015,63,63.1,C,1,MACA,BRMA,1,266,3562,2315.3,,,,,,,,
998,29/04/2015,64,64.1,C,1,MACA,PARO,3,7,94,61.1,,,,,,,,
999,29/04/2015,65,65.1,C,1,MACA,MEPO,3,7,94,61.1,,,,,,,,
1000,29/04/2015,68,68.1,C,1,MACA,DIER,1,2,27,17.55,,,,,,,,
1001,29/04/2015,68,68.2,C,2,MACA,DIER,1,2,27,17.55,,,,,,,,
1002,29/04/2015,69,69.1,C,1,MACA,MEPO,2,10,134,87.1,,,,,,,,
1003,29/04/2015,69,69.2,C,2,MACA,DIER,2,1,13,8.45,,,,,,,,
1004,29/04/2015,72,72.1,C,1,MACA,VISA,2,18,241,156.65,,,,,,,,
1005,29/04/2015,72,72.2,C,2,MACA,VISA,1,12,161,104.65,,,,,,,,
1006,29/04/2015,73,73.1,C,1,MACA,BRMA,3,145,1942,1262.3,,,,,,,,
1007,29/04/2015,77,77.1,C,1,MACA,PARO,3,27,362,235.3,,,,,,,,
1008,29/04/2015,77,77.2,C,2,MACA,PARO,1,32,428,278.2,,,,,,,,
1009,29/04/2015,77,77.3,C,3,MACA,PARO,4,7,94,61.1,,,,,,,,
1010,29/04/2015,78,78.1,C,1,MACA,CAAR,2,8,107,69.55,,,,,,,,
1011,29/04/2015,78,78.2,C,2,MACA,CAAR,3,2,27,17.55,,,,,,,,
1012,29/04/2015,78,78.3,C,3,MACA,CAAR,2,2,27,17.55,,,,,,,,
1013,29/04/2015,80,80.1,C,1,MACA,NA,0,128,1714,1114.1,,,,,,,,
1014,29/04/2015,80,80.2,C,2,MACA,BRMA,1,17,228,148.2,,,,,,,,
1015,29/04/2015,84,84.1,C,1,MACA,VISA,1,7,94,61.1,,,,,,,,
1016,29/04/2015,94,94.1,C,1,MACA,VISA,3,8,107,69.55,,,,,,,,
1017,29/04/2015,94,94.2,C,2,MACA,VISA,3,4,54,35.1,,,,,,,,
1018,29/04/2015,94,94.3,C,3,MACA,VISA,1,16,214,139.1,,,,,,,,
1019,29/04/2015,NA,NA,C,NA,BOOF,BOOF,1,15,20,20,,,,,,,,
1020,29/04/2015,NA,NA,C,NA,BOOF,MACA,12,5,7,7,,,,,,,,
1021,29/04/2015,NA,NA,C,NA,BOOF,BOOF,1,58,78,78,,,,,,,,
1022,29/04/2015,NA,NA,C,NA,BOOF,MACA,5,64,86,86,,,,,,,,
1023,29/04/2015,NA,NA,C,NA,BOOF,BOOF,1,195,262,262,,,,,,,,
1024,29/04/2015,NA,NA,C,NA,BOOF,CAAR,2,127,171,171,,,,,,,,
1025,29/04/2015,NA,NA,C,NA,BOOF,CAAR,4,62,83,83,,,,,,,,
1026,29/04/2015,NA,NA,C,NA,BOOF,CAAR,2,24,32,32,,,,,,,,
1027,29/04/2015,NA,NA,C,NA,BOOF,BRMA,3,42,56,56,,,,,,,,
1028,29/04/2015,NA,NA,C,NA,BOOF,BRMA,3,48,65,65,,,,,,,,
1029,5/5/15,115,115.1,C,1,MACA,DIER,1,23,308,200.2,,,,,,,,
1030,5/5/15,120,120.1,C,1,MACA,PARO,4,2,27,17.55,,,,,,,,
1031,5/5/15,120,120.2,C,2,MACA,PARO,2,3,40,26,,,,,,,,
1032,5/5/15,120,120.3,C,3,MACA,PARO,5,1,13,8.45,,,,,,,,
1033,5/5/15,129,129.1,C,1,MACA,NA,0,42,562,365.3,,,,,,,,
1034,5/5/15,130,130.1,C,1,MACA,DIER,1,7,94,61.1,,,,,,,,
1035,5/5/15,131,131.1,C,1,MACA,SIAL,1,2,27,17.55,,,,,,,,
1036,5/5/15,132,132.1,C,1,BOOF,CAAR,1,252,339,339,,,,,,,,
1037,5/5/15,132,132.2,C,2,MACA,CAAR,2,14,187,121.55,,,,,,,,
1038,5/5/15,132,132.3,C,3,BOOF,CAAR,3,28,38,38,,,,,,,,
1039,5/5/15,132,132.4,C,4,MACA,CAAR,2,8,107,69.55,,,,,,,,
1040,5/5/15,133,133.1,C,1,MACA,CABU,7,28,375,243.75,,,,,,,,
1041,5/5/15,138,138.1,C,1,MACA,BRMA,4,38,509,330.85,,,,,,,,
1042,5/5/15,138,138.2,C,2,MACA,BRMA,3,14,187,121.55,,,,,,,,
1043,5/5/15,138,138.3,C,3,MACA,BRMA,2,9,121,78.65,,,,,,,,
1044,5/5/15,150,150.1,C,1,MACA,DIER,2,1,13,8.45,,,,,,,,
1045,5/5/15,150,150.2,C,2,MACA,DIER,1,2,27,17.55,,,,,,,,
1046,5/5/15,150,150.3,C,3,MACA,CABU,8,6,80,52,,,,,,,,
1047,5/5/15,151,151.1,C,1,MACA,SIAL,2,5,67,43.55,,,,,,,,
1048,5/5/15,177,177.1,C,1,MACA,CABU,1,7,94,61.1,,,,,,,,
1049,5/5/15,177,177.2,C,2,MACA,CAAR,1,2,27,17.55,,,,,,,,
1050,5/5/15,3,3.1,C,1,PARO,BRMA,1,4,358,68.02,,,,,,,,
1051,5/5/15,19,19.1,C,1,PARO,DIER,2,12,1074,204.06,,,,,,,,
1052,5/5/15,19,19.2,C,2,PARO,DIER,2,3,268,50.92,,,,,,,,
1053,5/5/15,19,19.3,C,3,PARO,DIER,1,3,268,50.92,,,,,,,,
1054,5/5/15,19,19.4,C,4,PARO,DIER,2,5,447,84.93,,,,,,,,
1055,5/5/15,29,29.1,C,1,PARO,MACA,2,7,626,118.94,,,,,,,,
1056,5/5/15,29,29.2,C,2,PARO,PARO,1,6,537,102.03,,,,,,,,
1057,5/5/15,29,29.3,C,3,PARO,PARO,1,2,179,34.01,,,,,,,,
1058,5/5/15,29,29.4,C,4,PARO,MEPO,1,2,179,34.01,,,,,,,,
1059,5/5/15,42,42.1,C,1,PARO,MEPO,1,1,89,16.91,,,,,,,,
1060,5/5/15,42,42.2,C,2,PARO,SIAL,1,3,268,50.92,,,,,,,,
1061,5/5/15,42,42.3,C,3,PARO,SIAL,3,3,268,50.92,,,,,,,,
1062,5/5/15,53,53.1,C,1,PARO,MEPO,1,3,268,50.92,,,,,,,,
1063,5/5/15,64,64.1,C,1,PARO,PARO,2,1,89,16.91,,,,,,,,
1064,5/5/15,64,64.2,C,2,PARO,NA,0,105,9395,1785.05,,,,,,,,
1065,5/5/15,64,64.3,C,3,PARO,NA,0,15,1342,254.98,,,,,,,,
1066,5/5/15,64,64.4,C,4,PARO,CAAR,1,14,1253,238.07,,,,,,,,
1067,5/5/15,64,64.5,C,5,PARO,DIER,1,64,5726,1087.94,,,,,,,,
1068,5/5/15,64,64.6,C,6,PARO,BRMA,1,52,4653,884.07,,,,,,,,
1069,5/5/15,64,64.7,C,7,PARO,MEPO,2,2,179,34.01,,,,,,,,
1070,5/5/15,64,64.8,C,8,PARO,CAAR,1,1,89,16.91,,,,,,,,
1071,5/5/15,64,64.9,C,9,PARO,CAAR,1,9,805,152.95,,,,,,,,
1072,5/5/15,65,65.1,C,1,PARO,PARO,2,1,89,16.91,,,,,,,,
1073,5/5/15,65,65.2,C,2,PARO,MEPO,1,5,447,84.93,,,,,,,,
1074,5/5/15,65,65.3,C,3,PARO,PARO,2,3,268,50.92,,,,,,,,
1075,5/5/15,65,65.4,C,4,PARO,BRMA,1,6,537,102.03,,,,,,,,
1076,5/5/15,65,65.5,C,5,PARO,PARO,3,1,89,16.91,,,,,,,,
1077,5/5/15,65,65.6,C,6,PARO,PARO,1,5,447,84.93,,,,,,,,
1078,5/5/15,77,77.1,C,1,PARO,SIAL,1,1,89,16.91,,,,,,,,
1079,5/5/15,77,77.2,C,2,PARO,BRMA,1,3,268,50.92,,,,,,,,
1080,5/5/15,77,77.3,C,3,PARO,BRMA,1,5,447,84.93,,,,,,,,
1081,5/5/15,77,77.4,C,4,PARO,NA,0,23,2058,391.02,,,,,,,,
1082,5/5/15,77,77.5,C,5,PARO,BRMA,1,24,2147,407.93,,,,,,,,
1083,5/5/15,77,77.6,C,6,PARO,BRMA,2,10,895,170.05,,,,,,,,
1084,5/5/15,77,77.7,C,7,PARO,PARO,4,1,89,16.91,,,,,,,,
1085,5/5/15,77,77.8,C,8,PARO,PARO,4,4,358,68.02,,,,,,,,
1086,5/5/15,77,77.9,C,9,PARO,MEPO,1,22,1968,373.92,,,,,,,,
1087,5/5/15,77,77.1,C,10,PARO,SIAL,2,2,179,34.01,,,,,,,,
1088,5/5/15,80,80.1,C,1,PARO,BRMA,1,15,1342,254.98,,,,,,,,
1089,5/5/15,95,95.1,C,1,PARO,VISA,2,9,805,152.95,,,,,,,,
1090,5/5/15,100,100.1,C,1,PARO,MEPO,2,5,447,84.93,,,,,,,,
1091,5/5/15,100,100.2,C,2,PARO,MEPO,1,4,358,68.02,,,,,,,,
1092,5/5/15,106,106.1,C,1,PARO,DIER,1,4,358,68.02,,,,,,,,
1093,5/5/15,106,106.2,C,2,PARO,VISA,2,2,179,34.01,,,,,,,,
1094,5/5/15,106,106.3,C,3,PARO,MACA,1,2,179,34.01,,,,,,,,
1095,5/5/15,106,106.4,C,4,PARO,VISA,2,1,89,16.91,,,,,,,,
1096,5/5/15,106,106.5,C,5,PARO,CAAR,1,2,179,34.01,,,,,,,,
1097,5/5/15,106,106.6,C,6,PARO,NA,0,58,5189,985.91,,,,,,,,
1098,5/5/15,106,106.7,C,7,PARO,SIAL,1,15,1342,254.98,,,,,,,,
1099,5/5/15,106,106.8,C,8,PARO,DIER,1,22,1968,373.92,,,,,,,,
1100,5/5/15,115,115.1,C,1,PARO,NA,0,87,7784,1478.96,,,,,,,,
1101,5/5/15,120,120.1,C,1,PARO,VISA,2,6,537,102.03,,,,,,,,
1102,5/5/15,120,120.2,C,2,PARO,VISA,3,3,268,50.92,,,,,,,,
1103,5/5/15,120,120.3,C,3,PARO,VISA,1,10,895,170.05,,,,,,,,
1104,5/5/15,120,120.4,C,4,PARO,VISA,2,3,268,50.92,,,,,,,,
1105,5/5/15,120,120.5,C,5,PARO,DIER,1,2,179,34.01,,,,,,,,
1106,5/5/15,124,124.1,C,1,PARO,MACA,5,4,358,68.02,,,,,,,,
1107,5/5/15,124,124.2,C,2,PARO,MACA,3,1,89,16.91,,,,,,,,
1108,5/5/15,124,124.3,C,3,PARO,MACA,2,2,179,34.01,,,,,,,,
1109,5/5/15,124,124.4,C,4,PARO,MACA,3,1,89,16.91,,,,,,,,
1110,5/5/15,139,139.1,C,1,PARO,SIAL,1,2,179,34.01,,,,,,,,
1111,5/5/15,142,142.1,C,1,PARO,VISA,1,19,1700,323,,,,,,,,
1112,5/5/15,177,177.1,C,1,PARO,VISA,1,1,89,16.91,,,,,,,,
1113,5/5/15,3,3.1,C,1,VISA,SIAL,1,9,55,55,,,,,,,,
1114,5/5/15,3,3.2,C,2,VISA,MEPO,1,3,18,18,,,,,,,,
1115,5/5/15,3,3.3,C,3,VISA,MEPO,1,4,24,24,,,,,,,,
1116,5/5/15,3,3.4,C,4,VISA,CABU,1,1,6,6,,,,,,,,
1117,5/5/15,17,17.1,C,1,VISA,SIAL,1,6,37,37,,,,,,,,
1118,5/5/15,17,17.2,C,2,VISA,SIAL,3,3,18,18,,,,,,,,
1119,5/5/15,17,17.3,C,3,VISA,DIER,1,1,6,6,,,,,,,,
1120,5/5/15,17,17.4,C,4,VISA,SIAL,1,1,6,6,,,,,,,,
1121,5/5/15,21,21.1,C,1,VISA,SIAL,1,20,122,122,,,,,,,,
1122,5/5/15,25,25.1,C,1,VISA,SIAL,1,6,37,37,,,,,,,,
1123,5/5/15,25,25.2,C,2,VISA,DIER,1,1,6,6,,,,,,,,
1124,5/5/15,25,25.3,C,3,VISA,SIAL,2,9,55,55,,,,,,,,
1125,5/5/15,25,25.4,C,4,VISA,SIAL,1,3,18,18,,,,,,,,
1126,5/5/15,25,25.5,C,5,VISA,BRMA,3,3,18,18,,,,,,,,
1127,5/5/15,31,31.1,C,1,VISA,MEPO,3,1,6,6,,,,,,,,
1128,5/5/15,31,31.2,C,2,VISA,MEPO,2,3,18,18,,,,,,,,
1129,5/5/15,32,32.1,C,1,VISA,VISA,1,1,6,6,,,,,,,,
1130,5/5/15,32,32.2,C,2,VISA,VISA,1,5,31,31,,,,,,,,
1131,5/5/15,35,35.1,C,1,VISA,DIER,1,6,37,37,,,,,,,,
1132,5/5/15,38,38.1,C,1,VISA,BRMA,2,1,6,6,,,,,,,,
1133,5/5/15,48,48.1,C,1,VISA,MACA,3,2,12,12,,,,,,,,
1134,5/5/15,52,52.1,C,1,VISA,NA,0,6,37,37,,,,,,,,
1135,5/5/15,52,52.2,C,2,VISA,MACA,3,6,37,37,,,,,,,,
1136,5/5/15,56,56.1,C,1,VISA,NA,0,8,49,49,,,,,,,,
1137,5/5/15,59,59.1,C,1,VISA,CABU,5,1,6,6,,,,,,,,
1138,5/5/15,59,59.2,C,2,VISA,CABU,4,1,6,6,,,,,,,,
1139,5/5/15,60,60.1,C,1,VISA,VISA,1,5,31,31,,,,,,,,
1140,5/5/15,60,60.2,C,2,VISA,VISA,1,6,37,37,,,,,,,,
1141,5/5/15,60,60.3,C,3,VISA,DIER,1,2,12,12,,,,,,,,
1142,5/5/15,63,63.1,C,1,VISA,BRMA,3,1,6,6,,,,,,,,
1143,5/5/15,64,64.1,C,1,VISA,MEPO,1,1,6,6,,,,,,,,
1144,5/5/15,68,68.1,C,1,VISA,MACA,2,2,12,12,,,,,,,,
1145,5/5/15,72,72.1,C,1,VISA,VISA,2,5,31,31,,,,,,,,
1146,5/5/15,72,72.2,C,2,VISA,VISA,2,3,18,18,,,,,,,,
1147,5/5/15,72,72.3,C,3,VISA,VISA,2,8,49,49,,,,,,,,
1148,5/5/15,72,72.4,C,4,VISA,CAAR,1,12,73,73,,,,,,,,
1149,5/5/15,84,84.1,C,1,VISA,MEPO,1,1,6,6,,,,,,,,
1150,5/5/15,87,87.1,C,1,VISA,CAAR,1,8,49,49,,,,,,,,
1151,5/5/15,91,91.1,C,1,VISA,CAAR,5,10,61,61,,,,,,,,
1152,5/5/15,91,91.2,C,2,VISA,CAAR,7,3,18,18,,,,,,,,
1153,5/5/15,94,94.1,C,1,VISA,DIER,1,6,37,37,,,,,,,,
1154,5/5/15,95,95.1,C,1,VISA,VISA,1,5,31,31,,,,,,,,
1155,5/5/15,106,106.1,C,1,VISA,PARO,2,10,61,61,,,,,,,,
1156,5/5/15,109,109.1,C,1,VISA,NA,0,6,37,37,,,,,,,,
1157,5/5/15,110,110.1,C,1,VISA,MEPO,1,1,6,6,,,,,,,,
1158,5/5/15,111,111.1,C,1,VISA,BRMA,1,1,6,6,,,,,,,,
1159,5/5/15,114,114.1,C,1,VISA,CAAR,2,9,55,55,,,,,,,,
1160,5/5/15,114,114.2,C,2,VISA,NA,0,24,146,146,,,,,,,,
1161,5/5/15,115,115.1,C,1,VISA,CAAR,1,6,37,37,,,,,,,,
1162,5/5/15,115,115.2,C,2,VISA,CAAR,4,1,6,6,,,,,,,,
1163,5/5/15,116,116.1,C,1,VISA,DIER,1,28,171,171,,,,,,,,
1164,5/5/15,116,116.2,C,2,VISA,DIER,2,24,146,146,,,,,,,,
1165,5/5/15,119,119.1,C,1,VISA,MEPO,1,3,18,18,,,,,,,,
1166,5/5/15,120,120.1,C,1,VISA,PARO,2,5,31,31,,,,,,,,
1167,5/5/15,121,121.1,C,1,VISA,BRMA,2,1,6,6,,,,,,,,
1168,5/5/15,129,129.1,C,1,VISA,NA,0,13,79,79,,,,,,,,
1169,5/5/15,129,129.2,C,2,VISA,BRMA,1,7,43,43,,,,,,,,
1170,5/5/15,130,130.1,C,1,VISA,DIER,2,1,6,6,,,,,,,,
1171,5/5/15,130,130.2,C,2,VISA,BRMA,2,8,49,49,,,,,,,,
1172,5/5/15,130,130.3,C,3,VISA,BRMA,1,4,24,24,,,,,,,,
1173,5/5/15,137,137.1,C,1,VISA,DIER,1,1,6,6,,,,,,,,
1174,5/5/15,142,142.1,C,1,VISA,NA,0,2,12,12,,,,,,,,
1175,5/5/15,156,156.1,C,1,VISA,CAAR,4,4,24,24,,,,,,,,
1176,5/5/15,162,162.1,C,1,VISA,MACA,5,2,12,12,,,,,,,,
1177,5/5/15,162,162.2,C,2,VISA,MACA,3,2,12,12,,,,,,,,
1178,5/5/15,162,162.3,C,3,VISA,MACA,7,1,6,6,,,,,,,,
1179,5/5/15,162,162.4,C,4,VISA,MACA,3,1,6,6,,,,,,,,
1180,5/5/15,177,177.1,C,1,VISA,CABU,5,2,12,12,,,,,,,,
1181,5/5/15,1,1.1,T,1,MEPO,MEPO,1,5,26,25.22,,,,,,,,
1182,5/5/15,1,1.2,T,2,BRMA,CAAR,1,1,8,6.4,,,,,,,,
1183,5/5/15,1,1.3,T,3,BRMA,CAAR,3,1,8,6.4,,,,,,,,
1184,5/5/15,1,1.4,T,4,MEPO,VISA,2,4,21,20.37,,,,,,,,
1185,5/5/15,1,1.5,T,5,MACA,BRMA,2,2,27,17.55,,,,,,,,
1186,5/5/15,1,1.6,T,6,MACA,BRMA,4,3,40,26,,,,,,,,
1187,5/5/15,2,2.1,T,1,MEPO,BRMA,1,9,46,44.62,,,,,,,,
1188,5/5/15,2,2.2,T,2,MACA,MACA,3,1,13,8.45,,,,,,,,
1189,5/5/15,2,2.3,T,3,BRMA,BRMA,3,1,8,6.4,,,,,,,,
1190,5/5/15,2,2.4,T,4,BRMA,MEPO,1,2,16,12.8,,,,,,,,
1191,5/5/15,2,2.5,T,5,MEPO,BRMA,2,3,15,14.55,,,,,,,,
1192,5/5/15,2,2.6,T,6,MEPO,BRMA,3,6,31,30.07,,,,,,,,
1193,5/5/15,2,2.7,T,7,BRMA,BRMA,2,2,16,12.8,,,,,,,,
1194,5/5/15,2,2.8,T,8,BRMA,BRMA,1,4,32,25.6,,,,,,,,
1195,5/5/15,2,2.9,T,9,BRMA,BRMA,5,1,8,6.4,,,,,,120.6,BOOF,8.250858
1196,5/5/15,4,4.1,T,1,BOOF,SIAL,1,3,4,4,,,,,,120.2,BOOF,9.222003
1197,5/5/15,4,4.2,T,2,MEPO,VISA,1,15,77,74.69,,,,,,,,
1198,5/5/15,4,4.3,T,3,BRMA,VISA,1,6,48,38.4,,,,,,,,
1199,5/5/15,5,5.1,T,1,MACA,VISA,2,1,13,8.45,,,,,,,,
1200,5/5/15,5,5.2,T,2,MACA,VISA,3,1,13,8.45,,,,,,,,
1201,5/5/15,5,5.3,T,3,MEPO,VISA,1,14,72,69.84,,,,,,,,
1202,5/5/15,5,5.4,T,4,BRMA,VISA,1,2,16,12.8,,,,,,,,
1203,5/5/15,5,5.5,T,5,MACA,VISA,1,1,13,8.45,,,,,,,,
1204,5/5/15,6,6.1,T,1,MACA,MACA,8,1,13,8.45,,,,,,,,
1205,5/5/15,6,6.2,T,2,MEPO,CAAR,2,4,21,20.37,,,,,,,,
1206,5/5/15,6,6.3,T,3,BRMA,MEPO,1,3,24,19.2,,,,,,,,
1207,5/5/15,7,7.1,T,1,BRMA,SIAL,1,3,24,19.2,,,,,,,,
1208,5/5/15,7,7.2,T,2,MACA,BRMA,1,4,54,35.1,,,,,,,,
1209,5/5/15,7,7.3,T,3,BRMA,BRMA,2,1,8,6.4,,,,,,,,
1210,5/5/15,7,7.4,T,4,BRMA,PARO,1,2,16,12.8,,,,,,,,
1211,5/5/15,7,7.5,T,5,BRMA,CAAR,2,4,32,25.6,,,,,,,,
1212,5/5/15,7,7.6,T,6,BRMA,VISA,1,1,8,6.4,,,,,,,,
1213,5/5/15,7,7.7,T,7,BRMA,NA,0,2,16,12.8,,,,,,,,
1214,5/5/15,7,7.8,T,8,BRMA,DIER,1,1,8,6.4,,,,,,,,
1215,5/5/15,7,7.9,T,9,MEPO,BRMA,1,9,46,44.62,,,,,,,,
1216,5/5/15,8,8.1,T,1,MACA,VISA,2,10,134,87.1,,,,,,,,
1217,5/5/15,8,8.2,T,2,BRMA,VISA,2,3,24,19.2,,,,,,,,
1218,5/5/15,8,8.3,T,3,MEPO,SIAL,1,9,46,44.62,,,,,,,,
1219,5/5/15,9,9.1,T,1,BOOF,CABU,2,1,1,1,,,,,,,,
1220,5/5/15,9,9.2,T,2,MEPO,CABU,4,7,36,34.92,,,,,,,,
1221,5/5/15,9,9.3,T,3,MACA,CABU,7,1,13,8.45,,,,,,,,
1222,5/5/15,10,10.1,T,1,MACA,PARO,4,1,13,8.45,,,,,,,,
